city,pct,numteams,champ,tooltip,ff,year
Tampa Bay,0.561,3,0,"['Tampa Bay Buccaneers 0.167', 'Tampa Bay Rays 0.377', 'Tampa Bay Lightning 0.561']",0,2006
Pittsburgh,0.354,3,0,"['Pittsburgh Steelers 0.417', 'Pittsburgh Pirates 0.414', 'Pittsburgh Penguins 0.354']",0,2006
New York 2,0.476,3,0,"['New York Jets 0.583', 'New York Mets 0.599 Conf./League Finalist', 'New York Islanders 0.476']",0,2006
Jacksonville,0.417,1,0,['Jacksonville Jaguars 0.417'],0,2006
Kansas City,0.383,2,0,"['Kansas City Chiefs 0.417', 'Kansas City Royals 0.383']",0,2006
Buffalo,0.671,2,0,"['Buffalo Bills 0.417', 'Buffalo Sabres 0.671 Conf./League Finalist']",0,2006
Baltimore,0.432,2,0,"['Baltimore Ravens 0.833', 'Baltimore Orioles 0.432']",0,2006
St Louis,0.348,3,1,"['St. Louis Rams 0.5', 'St. Louis Cardinals 0.512 Champions', 'St. Louis Blues 0.348']",1,2006
Cincinnati,0.451,3,0,"['Cincinnati Bengals 0.5', 'Cincinnati Reds 0.494', 'Columbus Blue Jackets 0.451']",0,2006
Vancouver,0.561,1,0,['Vancouver Canucks 0.561'],0,2006
Calgary,0.628,1,0,['Calgary Flames 0.628'],0,2006
Ottawa,0.689,1,0,['Ottawa Senators 0.689'],0,2006
Montreal,0.567,1,0,['Montreal Canadiens 0.567'],0,2006
Edmonton,0.579,1,0,['Edmonton Oilers 0.579 Conf./League Finalist'],0,2006
Chicago,0.433,5,0,"['Chicago Bulls 0.598', 'Chicago Bears 0.333', 'Chicago White Sox 0.442', 'Chicago Cubs 0.442', 'Chicago Blackhawks 0.433']",0,2007
Utah,0.622,1,0,['Utah Jazz 0.622 Conf./League Finalist'],0,2007
Philadelphia,0.341,4,0,"['Philadelphia 76ers 0.427', 'Philadelphia Eagles 0.417', 'Philadelphia Phillies 0.546', 'Philadelphia Flyers 0.341']",0,2007
Denver,0.579,4,0,"['Denver Nuggets 0.549', 'Denver Broncos 0.5', 'Colorado Rockies 0.552 Conf./League Finalist', 'Colorado Avalanche 0.579']",0,2007
Indianapolis,0.75,2,0,"['Indiana Pacers 0.427', 'Indianapolis Colts 0.75']",0,2007
Oakland,0.466,3,0,"['Golden State Warriors 0.512', 'Oakland Raiders 0.333', 'Oakland Athletics 0.466']",0,2007
Phoenix,0.409,4,0,"['Phoenix Suns 0.744', 'Arizona Cardinals 0.417', 'Arizona Diamondbacks 0.552 Conf./League Finalist', 'Phoenix Coyotes 0.409']",0,2007
Sacramento,0.402,1,0,['Sacramento Kings 0.402'],0,2007
Dallas,0.652,4,0,"['Dallas Mavericks 0.817', 'Dallas Cowboys 0.833', 'Texas Rangers 0.46', 'Dallas Stars 0.652']",0,2007
Portland,0.39,1,0,['Portland Trail Blazers 0.39'],0,2007
Los Angeles 1,0.415,3,0,"['Los Angeles Lakers 0.512', 'Los Angeles Dodgers 0.577', 'Los Angeles Kings 0.415']",0,2007
Los Angeles 2,0.671,3,1,"['Los Angeles Clippers 0.488', 'Los Angeles Angels of Anaheim 0.577', 'Anaheim Ducks 0.671 Champions']",1,2007
Atlanta,0.591,4,0,"['Atlanta Hawks 0.366', 'Atlanta Falcons 0.25', 'Atlanta Braves 0.515', 'Atlanta Thrashers 0.591']",0,2007
Tennessee,0.671,3,0,"['Memphis Grizzlies 0.268', 'Tennessee Titans 0.583', 'Nashville Predators 0.671']",0,2007
San Antonio,0.707,1,1,['San Antonio Spurs 0.707 Champions'],1,2007
Toronto,0.555,3,0,"['Toronto Raptors 0.573', 'Toronto Blue Jays 0.509', 'Toronto Maple Leafs 0.555']",0,2007
Charlotte,0.537,3,0,"['Charlotte Bobcats 0.402', 'Carolina Panthers 0.583', 'Carolina Hurricanes 0.537']",0,2007
Miami,0.524,4,0,"['Miami Heat 0.537', 'Miami Dolphins 0.083', 'Florida Marlins 0.436', 'Florida Panthers 0.524']",0,2007
Cleveland,0.589,3,0,"['Cleveland Cavaliers 0.61 Conf./League Finalist', 'Cleveland Browns 0.583', 'Cleveland Indians 0.589 Conf./League Finalist']",0,2007
Orlando,0.488,1,0,['Orlando Magic 0.488'],0,2007
Detroit,0.689,4,0,"['Detroit Pistons 0.646 Conf./League Finalist', 'Detroit Lions 0.333', 'Detroit Tigers 0.54', 'Detroit Red Wings 0.689 Conf./League Finalist']",0,2007
Minneapolis,0.634,4,0,"['Minnesota Timberwolves 0.39', 'Minnesota Vikings 0.5', 'Minnesota Twins 0.485', 'Minnesota Wild 0.634']",0,2007
Houston,0.448,3,0,"['Houston Rockets 0.634', 'Houston Texans 0.417', 'Houston Astros 0.448']",0,2007
New Jersey,0.652,2,0,"['New Jersey Nets 0.5', 'New Jersey Devils 0.652']",0,2007
Boston,0.463,4,1,"['Boston Celtics 0.293', 'New England Patriots 1.0 Conf./League Finalist', 'Boston Red Sox 0.589 Champions', 'Boston Bruins 0.463']",1,2007
Washington DC,0.427,4,0,"['Washington Wizards 0.5', 'Washington Redskins 0.583', 'Washington Nationals 0.448', 'Washington Capitals 0.427']",0,2007
New York 1,0.573,4,1,"['New York Knicks 0.402', 'New York Giants 0.583 Champions', 'New York Yankees 0.577', 'New York Rangers 0.573']",1,2007
New Orleans,0.5,2,0,"['New Orleans/Oklahoma City Hornets 0.476', 'New Orleans Saints 0.5']",0,2007
Wisconsin,0.509,3,0,"['Milwaukee Bucks 0.341', 'Green Bay Packers 0.75 Conf./League Finalist', 'Milwaukee Brewers 0.509']",0,2007
Seattle,0.54,3,0,"['Seattle SuperSonics 0.378', 'Seattle Seahawks 0.667', 'Seattle Mariners 0.54']",0,2007
San Francisco,0.652,3,0,"['San Francisco 49ers 0.333', 'San Francisco Giants 0.436', 'San Jose Sharks 0.652']",0,2007
Tampa Bay,0.567,3,0,"['Tampa Bay Buccaneers 0.667', 'Tampa Bay Rays 0.405', 'Tampa Bay Lightning 0.567']",0,2007
Pittsburgh,0.64,3,0,"['Pittsburgh Steelers 0.583', 'Pittsburgh Pirates 0.417', 'Pittsburgh Penguins 0.64']",0,2007
San Diego,0.546,2,0,"['San Diego Chargers 0.75 Conf./League Finalist', 'San Diego Padres 0.546']",0,2007
New York 2,0.561,3,0,"['New York Jets 0.333', 'New York Mets 0.577', 'New York Islanders 0.561']",0,2007
Jacksonville,0.667,1,0,['Jacksonville Jaguars 0.667'],0,2007
Kansas City,0.423,2,0,"['Kansas City Chiefs 0.25', 'Kansas City Royals 0.423']",0,2007
Buffalo,0.689,2,0,"['Buffalo Bills 0.5', 'Buffalo Sabres 0.689 Conf./League Finalist']",0,2007
Baltimore,0.423,2,0,"['Baltimore Ravens 0.167', 'Baltimore Orioles 0.423']",0,2007
St Louis,0.494,3,0,"['St. Louis Rams 0.25', 'St. Louis Cardinals 0.479', 'St. Louis Blues 0.494']",0,2007
Cincinnati,0.445,3,0,"['Cincinnati Bengals 0.5', 'Cincinnati Reds 0.442', 'Columbus Blue Jackets 0.445']",0,2007
Vancouver,0.64,1,0,['Vancouver Canucks 0.64'],0,2007
Calgary,0.585,1,0,['Calgary Flames 0.585'],0,2007
Ottawa,0.64,1,0,['Ottawa Senators 0.64 Conf./League Finalist'],0,2007
Montreal,0.549,1,0,['Montreal Canadiens 0.549'],0,2007
Edmonton,0.433,1,0,['Edmonton Oilers 0.433'],0,2007
Chicago,0.537,5,0,"['Chicago Bulls 0.402', 'Chicago Bears 0.583', 'Chicago White Sox 0.546', 'Chicago Cubs 0.546', 'Chicago Blackhawks 0.537']",0,2008
Utah,0.659,1,0,['Utah Jazz 0.659'],0,2008
Philadelphia,0.579,4,1,"['Philadelphia 76ers 0.488', 'Philadelphia Eagles 0.583 Conf./League Finalist', 'Philadelphia Phillies 0.564 Champions', 'Philadelphia Flyers 0.579 Conf./League Finalist']",1,2008
Denver,0.579,4,0,"['Denver Nuggets 0.61', 'Denver Broncos 0.417', 'Colorado Rockies 0.454', 'Colorado Avalanche 0.579']",0,2008
Indianapolis,0.833,2,0,"['Indiana Pacers 0.439', 'Indianapolis Colts 0.833']",0,2008
Oakland,0.46,3,0,"['Golden State Warriors 0.585', 'Oakland Raiders 0.333', 'Oakland Athletics 0.46']",0,2008
Phoenix,0.506,4,0,"['Phoenix Suns 0.671', 'Arizona Cardinals 0.583 Conf./League Finalist', 'Arizona Diamondbacks 0.503', 'Phoenix Coyotes 0.506']",0,2008
Sacramento,0.463,1,0,['Sacramento Kings 0.463'],0,2008
Dallas,0.591,4,0,"['Dallas Mavericks 0.622', 'Dallas Cowboys 0.583', 'Texas Rangers 0.485', 'Dallas Stars 0.591 Conf./League Finalist']",0,2008
Portland,0.5,1,0,['Portland Trail Blazers 0.5'],0,2008
New York 1,0.591,4,0,"['New York Knicks 0.28', 'New York Giants 0.75', 'New York Yankees 0.546', 'New York Rangers 0.591']",0,2008
Los Angeles 1,0.433,3,0,"['Los Angeles Lakers 0.695 Conf./League Finalist', 'Los Angeles Dodgers 0.613 Conf./League Finalist', 'Los Angeles Kings 0.433']",0,2008
Los Angeles 2,0.622,3,0,"['Los Angeles Clippers 0.28', 'Los Angeles Angels of Anaheim 0.613', 'Anaheim Ducks 0.622']",0,2008
Atlanta,0.463,4,0,"['Atlanta Hawks 0.451', 'Atlanta Falcons 0.667', 'Atlanta Braves 0.442', 'Atlanta Thrashers 0.463']",0,2008
Tennessee,0.555,3,0,"['Memphis Grizzlies 0.268', 'Tennessee Titans 0.75', 'Nashville Predators 0.555']",0,2008
San Antonio,0.683,1,0,['San Antonio Spurs 0.683 Conf./League Finalist'],0,2008
Toronto,0.506,3,0,"['Toronto Raptors 0.5', 'Toronto Blue Jays 0.528', 'Toronto Maple Leafs 0.506']",0,2008
Charlotte,0.561,3,0,"['Charlotte Bobcats 0.39', 'Carolina Panthers 0.667', 'Carolina Hurricanes 0.561']",0,2008
Miami,0.518,4,0,"['Miami Heat 0.183', 'Miami Dolphins 0.667', 'Florida Marlins 0.515', 'Florida Panthers 0.518']",0,2008
Orlando,0.634,1,0,['Orlando Magic 0.634'],0,2008
Detroit,0.701,4,1,"['Detroit Pistons 0.72 Conf./League Finalist', 'Detroit Lions 0.0', 'Detroit Tigers 0.454', 'Detroit Red Wings 0.701 Champions']",1,2008
Minneapolis,0.598,4,0,"['Minnesota Timberwolves 0.268', 'Minnesota Vikings 0.667', 'Minnesota Twins 0.54', 'Minnesota Wild 0.598']",0,2008
Houston,0.528,3,0,"['Houston Rockets 0.671', 'Houston Texans 0.417', 'Houston Astros 0.528']",0,2008
New Jersey,0.604,2,0,"['New Jersey Nets 0.415', 'New Jersey Devils 0.604']",0,2008
Boston,0.573,4,1,"['Boston Celtics 0.805 Champions', 'New England Patriots 0.583', 'Boston Red Sox 0.583 Conf./League Finalist', 'Boston Bruins 0.573']",1,2008
Washington DC,0.573,4,0,"['Washington Wizards 0.524', 'Washington Redskins 0.583', 'Washington Nationals 0.362', 'Washington Capitals 0.573']",0,2008
New Orleans,0.417,2,0,"['New Orleans Hornets 0.683', 'New Orleans Saints 0.417']",0,2008
Cleveland,0.497,3,0,"['Cleveland Cavaliers 0.549', 'Cleveland Browns 0.25', 'Cleveland Indians 0.497']",0,2008
Wisconsin,0.552,3,0,"['Milwaukee Bucks 0.317', 'Green Bay Packers 0.417', 'Milwaukee Brewers 0.552']",0,2008
Seattle,0.374,3,0,"['Seattle SuperSonics 0.244', 'Seattle Seahawks 0.25', 'Seattle Mariners 0.374']",0,2008
San Francisco,0.659,3,0,"['San Francisco 49ers 0.417', 'San Francisco Giants 0.442', 'San Jose Sharks 0.659']",0,2008
Tampa Bay,0.433,3,0,"['Tampa Bay Buccaneers 0.667', 'Tampa Bay Rays 0.595 Conf./League Finalist', 'Tampa Bay Lightning 0.433']",0,2008
Pittsburgh,0.622,3,1,"['Pittsburgh Steelers 0.833 Champions', 'Pittsburgh Pirates 0.411', 'Pittsburgh Penguins 0.622 Conf./League Finalist']",1,2008
San Diego,0.387,2,0,"['San Diego Chargers 0.583', 'San Diego Padres 0.387']",0,2008
New York 2,0.482,3,0,"['New York Jets 0.583', 'New York Mets 0.546', 'New York Islanders 0.482']",0,2008
Jacksonville,0.25,1,0,['Jacksonville Jaguars 0.25'],0,2008
Kansas City,0.46,2,0,"['Kansas City Chiefs 0.167', 'Kansas City Royals 0.46']",0,2008
Buffalo,0.549,2,0,"['Buffalo Bills 0.417', 'Buffalo Sabres 0.549']",0,2008
Baltimore,0.417,2,0,"['Baltimore Ravens 0.667 Conf./League Finalist', 'Baltimore Orioles 0.417']",0,2008
St Louis,0.482,3,0,"['St. Louis Rams 0.167', 'St. Louis Cardinals 0.528', 'St. Louis Blues 0.482']",0,2008
Cincinnati,0.488,3,0,"['Cincinnati Bengals 0.25', 'Cincinnati Reds 0.454', 'Columbus Blue Jackets 0.488']",0,2008
Vancouver,0.537,1,0,['Vancouver Canucks 0.537'],0,2008
Calgary,0.573,1,0,['Calgary Flames 0.573'],0,2008
Ottawa,0.573,1,0,['Ottawa Senators 0.573'],0,2008
Montreal,0.634,1,0,['Montreal Canadiens 0.634'],0,2008
Edmonton,0.537,1,0,['Edmonton Oilers 0.537'],0,2008
Chicago,0.634,5,0,"['Chicago Bulls 0.5', 'Chicago Bears 0.417', 'Chicago White Sox 0.485', 'Chicago Cubs 0.485', 'Chicago Blackhawks 0.634 Conf./League Finalist']",0,2009
Portland,0.659,1,0,['Portland Trail Blazers 0.659'],0,2009
Minneapolis,0.543,4,0,"['Minnesota Timberwolves 0.293', 'Minnesota Vikings 0.75 Conf./League Finalist', 'Minnesota Twins 0.534', 'Minnesota Wild 0.543']",0,2009
Denver,0.421,4,0,"['Denver Nuggets 0.659 Conf./League Finalist', 'Denver Broncos 0.5', 'Colorado Rockies 0.564', 'Colorado Avalanche 0.421']",0,2009
Indianapolis,0.833,2,0,"['Indiana Pacers 0.439', 'Indianapolis Colts 0.833 Conf./League Finalist']",0,2009
Oakland,0.46,3,0,"['Golden State Warriors 0.354', 'Oakland Raiders 0.333', 'Oakland Athletics 0.46']",0,2009
Phoenix,0.482,4,0,"['Phoenix Suns 0.561', 'Arizona Cardinals 0.667', 'Arizona Diamondbacks 0.429', 'Phoenix Coyotes 0.482']",0,2009
Sacramento,0.207,1,0,['Sacramento Kings 0.207'],0,2009
Dallas,0.506,4,0,"['Dallas Mavericks 0.61', 'Dallas Cowboys 0.75', 'Texas Rangers 0.534', 'Dallas Stars 0.506']",0,2009
Utah,0.585,1,0,['Utah Jazz 0.585'],0,2009
New York 1,0.579,4,1,"['New York Knicks 0.39', 'New York Giants 0.5', 'New York Yankees 0.632 Champions', 'New York Rangers 0.579']",1,2009
Los Angeles 1,0.482,3,1,"['Los Angeles Lakers 0.793 Champions', 'Los Angeles Dodgers 0.595 Conf./League Finalist', 'Los Angeles Kings 0.482']",1,2009
Los Angeles 2,0.555,3,0,"['Los Angeles Clippers 0.232', 'Los Angeles Angels of Anaheim 0.595 Conf./League Finalist', 'Anaheim Ducks 0.555']",0,2009
Atlanta,0.463,4,0,"['Atlanta Hawks 0.573', 'Atlanta Falcons 0.5', 'Atlanta Braves 0.528', 'Atlanta Thrashers 0.463']",0,2009
Tennessee,0.537,3,0,"['Memphis Grizzlies 0.293', 'Tennessee Titans 0.333', 'Nashville Predators 0.537']",0,2009
San Antonio,0.659,1,0,['San Antonio Spurs 0.659'],0,2009
Toronto,0.494,3,0,"['Toronto Raptors 0.402', 'Toronto Blue Jays 0.46', 'Toronto Maple Leafs 0.494']",0,2009
Charlotte,0.591,3,0,"['Charlotte Bobcats 0.427', 'Carolina Panthers 0.667', 'Carolina Hurricanes 0.591 Conf./League Finalist']",0,2009
Miami,0.567,4,0,"['Miami Heat 0.524', 'Miami Dolphins 0.417', 'Florida Marlins 0.534', 'Florida Panthers 0.567']",0,2009
Orlando,0.72,1,0,['Orlando Magic 0.72 Conf./League Finalist'],0,2009
Detroit,0.683,4,0,"['Detroit Pistons 0.476', 'Detroit Lions 0.083', 'Detroit Tigers 0.528', 'Detroit Red Wings 0.683 Conf./League Finalist']",0,2009
Philadelphia,0.604,4,0,"['Philadelphia 76ers 0.5', 'Philadelphia Eagles 0.75', 'Philadelphia Phillies 0.571 Conf./League Finalist', 'Philadelphia Flyers 0.604']",0,2009
Houston,0.454,3,0,"['Houston Rockets 0.646', 'Houston Texans 0.5', 'Houston Astros 0.454']",0,2009
New Jersey,0.646,2,0,"['New Jersey Nets 0.415', 'New Jersey Devils 0.646']",0,2009
Boston,0.707,4,0,"['Boston Celtics 0.756', 'New England Patriots 0.583', 'Boston Red Sox 0.583', 'Boston Bruins 0.707']",0,2009
Washington DC,0.659,4,0,"['Washington Wizards 0.232', 'Washington Redskins 0.167', 'Washington Nationals 0.362', 'Washington Capitals 0.659']",0,2009
New Orleans,0.75,2,1,"['New Orleans Hornets 0.598', 'New Orleans Saints 0.75 Champions']",1,2009
Cleveland,0.399,3,0,"['Cleveland Cavaliers 0.805 Conf./League Finalist', 'Cleveland Browns 0.417', 'Cleveland Indians 0.399']",0,2009
Wisconsin,0.491,3,0,"['Milwaukee Bucks 0.415', 'Green Bay Packers 0.75', 'Milwaukee Brewers 0.491']",0,2009
Oklahoma City,0.28,1,0,['Oklahoma City Thunder 0.28'],0,2009
San Francisco,0.713,3,0,"['San Francisco 49ers 0.583', 'San Francisco Giants 0.54', 'San Jose Sharks 0.713']",0,2009
Tampa Bay,0.402,3,0,"['Tampa Bay Buccaneers 0.25', 'Tampa Bay Rays 0.515', 'Tampa Bay Lightning 0.402']",0,2009
Pittsburgh,0.604,3,1,"['Pittsburgh Steelers 0.5', 'Pittsburgh Pirates 0.38', 'Pittsburgh Penguins 0.604 Champions']",1,2009
San Diego,0.46,2,0,"['San Diego Chargers 0.75', 'San Diego Padres 0.46']",0,2009
New York 2,0.372,3,0,"['New York Jets 0.583 Conf./League Finalist', 'New York Mets 0.632', 'New York Islanders 0.372']",0,2009
Jacksonville,0.5,1,0,['Jacksonville Jaguars 0.5'],0,2009
Kansas City,0.399,2,0,"['Kansas City Chiefs 0.25', 'Kansas City Royals 0.399']",0,2009
Buffalo,0.555,2,0,"['Buffalo Bills 0.333', 'Buffalo Sabres 0.555']",0,2009
Baltimore,0.393,2,0,"['Baltimore Ravens 0.583', 'Baltimore Orioles 0.393']",0,2009
St Louis,0.561,3,0,"['St. Louis Rams 0.083', 'St. Louis Cardinals 0.558', 'St. Louis Blues 0.561']",0,2009
Cincinnati,0.561,3,0,"['Cincinnati Bengals 0.583', 'Cincinnati Reds 0.479', 'Columbus Blue Jackets 0.561']",0,2009
Seattle,0.521,2,0,"['Seattle Seahawks 0.333', 'Seattle Mariners 0.521']",0,2009
Vancouver,0.61,1,0,['Vancouver Canucks 0.61'],0,2009
Calgary,0.598,1,0,['Calgary Flames 0.598'],0,2009
Ottawa,0.506,1,0,['Ottawa Senators 0.506'],0,2009
Montreal,0.567,1,0,['Montreal Canadiens 0.567'],0,2009
Edmonton,0.518,1,0,['Edmonton Oilers 0.518'],0,2009
Chicago,0.683,5,1,"['Chicago Bulls 0.5', 'Chicago Bears 0.667 Conf./League Finalist', 'Chicago White Sox 0.543', 'Chicago Cubs 0.543', 'Chicago Blackhawks 0.683 Champions']",1,2010
Utah,0.646,1,0,['Utah Jazz 0.646'],0,2010
Philadelphia,0.537,4,0,"['Philadelphia 76ers 0.329', 'Philadelphia Eagles 0.583', 'Philadelphia Phillies 0.599 Conf./League Finalist', 'Philadelphia Flyers 0.537 Conf./League Finalist']",0,2010
Denver,0.579,4,0,"['Denver Nuggets 0.646', 'Denver Broncos 0.25', 'Colorado Rockies 0.512', 'Colorado Avalanche 0.579']",0,2010
Indianapolis,0.667,2,0,"['Indiana Pacers 0.39', 'Indianapolis Colts 0.667']",0,2010
Oakland,0.5,3,0,"['Golden State Warriors 0.317', 'Oakland Raiders 0.5', 'Oakland Athletics 0.5']",0,2010
Phoenix,0.652,4,0,"['Phoenix Suns 0.659 Conf./League Finalist', 'Arizona Cardinals 0.25', 'Arizona Diamondbacks 0.401', 'Phoenix Coyotes 0.652']",0,2010
Sacramento,0.305,1,0,['Sacramento Kings 0.305'],0,2010
Dallas,0.537,4,0,"['Dallas Mavericks 0.671', 'Dallas Cowboys 0.333', 'Texas Rangers 0.556 Conf./League Finalist', 'Dallas Stars 0.537']",0,2010
Portland,0.61,1,0,['Portland Trail Blazers 0.61'],0,2010
New York 1,0.53,4,0,"['New York Knicks 0.354', 'New York Giants 0.667', 'New York Yankees 0.586 Conf./League Finalist', 'New York Rangers 0.53']",0,2010
Los Angeles 1,0.616,3,1,"['Los Angeles Lakers 0.695 Champions', 'Los Angeles Dodgers 0.494', 'Los Angeles Kings 0.616']",1,2010
Los Angeles 2,0.543,3,0,"['Los Angeles Clippers 0.354', 'Los Angeles Angels of Anaheim 0.494', 'Anaheim Ducks 0.543']",0,2010
Atlanta,0.506,4,0,"['Atlanta Hawks 0.646', 'Atlanta Falcons 0.833', 'Atlanta Braves 0.562', 'Atlanta Thrashers 0.506']",0,2010
Tennessee,0.61,3,0,"['Memphis Grizzlies 0.488', 'Tennessee Titans 0.25', 'Nashville Predators 0.61']",0,2010
San Antonio,0.61,1,0,['San Antonio Spurs 0.61'],0,2010
Toronto,0.451,3,0,"['Toronto Raptors 0.488', 'Toronto Blue Jays 0.525', 'Toronto Maple Leafs 0.451']",0,2010
Charlotte,0.488,3,0,"['Charlotte Bobcats 0.537', 'Carolina Panthers 0.167', 'Carolina Hurricanes 0.488']",0,2010
Miami,0.47,4,0,"['Miami Heat 0.573', 'Miami Dolphins 0.417', 'Florida Marlins 0.494', 'Florida Panthers 0.47']",0,2010
Orlando,0.72,1,0,['Orlando Magic 0.72 Conf./League Finalist'],0,2010
Detroit,0.622,4,0,"['Detroit Pistons 0.329', 'Detroit Lions 0.417', 'Detroit Tigers 0.5', 'Detroit Red Wings 0.622']",0,2010
Minneapolis,0.512,4,0,"['Minnesota Timberwolves 0.183', 'Minnesota Vikings 0.417', 'Minnesota Twins 0.58', 'Minnesota Wild 0.512']",0,2010
Houston,0.469,3,0,"['Houston Rockets 0.512', 'Houston Texans 0.417', 'Houston Astros 0.469']",0,2010
New Jersey,0.628,2,0,"['New Jersey Nets 0.146', 'New Jersey Devils 0.628']",0,2010
Boston,0.555,4,0,"['Boston Celtics 0.61 Conf./League Finalist', 'New England Patriots 0.833', 'Boston Red Sox 0.549', 'Boston Bruins 0.555']",0,2010
Washington DC,0.738,4,0,"['Washington Wizards 0.317', 'Washington Redskins 0.333', 'Washington Nationals 0.426', 'Washington Capitals 0.738']",0,2010
New Orleans,0.75,2,0,"['New Orleans Hornets 0.451', 'New Orleans Saints 0.75']",0,2010
Cleveland,0.426,3,0,"['Cleveland Cavaliers 0.744', 'Cleveland Browns 0.25', 'Cleveland Indians 0.426']",0,2010
Wisconsin,0.475,3,1,"['Milwaukee Bucks 0.561', 'Green Bay Packers 0.667 Champions', 'Milwaukee Brewers 0.475']",1,2010
Oklahoma City,0.61,1,0,['Oklahoma City Thunder 0.61'],0,2010
San Diego,0.556,2,0,"['San Diego Chargers 0.583', 'San Diego Padres 0.556']",0,2010
San Francisco,0.689,3,1,"['San Francisco 49ers 0.333', 'San Francisco Giants 0.568 Champions', 'San Jose Sharks 0.689 Conf./League Finalist']",1,2010
Tampa Bay,0.488,3,0,"['Tampa Bay Buccaneers 0.667', 'Tampa Bay Rays 0.593', 'Tampa Bay Lightning 0.488']",0,2010
Pittsburgh,0.616,3,0,"['Pittsburgh Steelers 0.75 Conf./League Finalist', 'Pittsburgh Pirates 0.352', 'Pittsburgh Penguins 0.616']",0,2010
New York 2,0.482,3,0,"['New York Jets 0.75 Conf./League Finalist', 'New York Mets 0.586', 'New York Islanders 0.482']",0,2010
Jacksonville,0.583,1,0,['Jacksonville Jaguars 0.583'],0,2010
Kansas City,0.414,2,0,"['Kansas City Chiefs 0.5', 'Kansas City Royals 0.414']",0,2010
Buffalo,0.61,2,0,"['Buffalo Bills 0.25', 'Buffalo Sabres 0.61']",0,2010
Baltimore,0.407,2,0,"['Baltimore Ravens 0.75', 'Baltimore Orioles 0.407']",0,2010
St Louis,0.549,3,0,"['St. Louis Rams 0.417', 'St. Louis Cardinals 0.531', 'St. Louis Blues 0.549']",0,2010
Cincinnati,0.482,3,0,"['Cincinnati Bengals 0.25', 'Cincinnati Reds 0.562', 'Columbus Blue Jackets 0.482']",0,2010
Seattle,0.377,2,0,"['Seattle Seahawks 0.5', 'Seattle Mariners 0.377']",0,2010
Vancouver,0.628,1,0,['Vancouver Canucks 0.628'],0,2010
Calgary,0.549,1,0,['Calgary Flames 0.549'],0,2010
Ottawa,0.573,1,0,['Ottawa Senators 0.573'],0,2010
Montreal,0.537,1,0,['Montreal Canadiens 0.537 Conf./League Finalist'],0,2010
Edmonton,0.378,1,0,['Edmonton Oilers 0.378'],0,2010
Chicago,0.591,5,0,"['Chicago Bulls 0.756 Conf./League Finalist', 'Chicago Bears 0.583', 'Chicago White Sox 0.488', 'Chicago Cubs 0.488', 'Chicago Blackhawks 0.591']",0,2011
Portland,0.585,1,0,['Portland Trail Blazers 0.585'],0,2011
Minneapolis,0.524,4,0,"['Minnesota Timberwolves 0.207', 'Minnesota Vikings 0.25', 'Minnesota Twins 0.389', 'Minnesota Wild 0.524']",0,2011
Denver,0.415,4,0,"['Denver Nuggets 0.61', 'Denver Broncos 0.5', 'Colorado Rockies 0.451', 'Colorado Avalanche 0.415']",0,2011
Indianapolis,0.167,2,0,"['Indiana Pacers 0.451', 'Indianapolis Colts 0.167']",0,2011
Oakland,0.457,3,0,"['Golden State Warriors 0.439', 'Oakland Raiders 0.5', 'Oakland Athletics 0.457']",0,2011
Phoenix,0.604,4,0,"['Phoenix Suns 0.488', 'Arizona Cardinals 0.583', 'Arizona Diamondbacks 0.58', 'Phoenix Coyotes 0.604']",0,2011
Sacramento,0.293,1,0,['Sacramento Kings 0.293'],0,2011
Dallas,0.579,4,1,"['Dallas Mavericks 0.695 Champions', 'Dallas Cowboys 0.5', 'Texas Rangers 0.593 Conf./League Finalist', 'Dallas Stars 0.579']",1,2011
Utah,0.476,1,0,['Utah Jazz 0.476'],0,2011
New York 1,0.567,4,1,"['New York Knicks 0.512', 'New York Giants 0.417 Champions', 'New York Yankees 0.599', 'New York Rangers 0.567']",1,2011
Los Angeles 2,0.604,3,0,"['Los Angeles Clippers 0.39', 'Los Angeles Angels of Anaheim 0.531', 'Anaheim Ducks 0.604']",0,2011
Los Angeles 1,0.598,3,0,"['Los Angeles Lakers 0.695', 'Los Angeles Dodgers 0.531', 'Los Angeles Kings 0.598']",0,2011
Atlanta,0.488,4,0,"['Atlanta Hawks 0.537', 'Atlanta Falcons 0.583', 'Atlanta Braves 0.549', 'Atlanta Thrashers 0.488']",0,2011
Tennessee,0.604,3,0,"['Memphis Grizzlies 0.561', 'Tennessee Titans 0.583', 'Nashville Predators 0.604']",0,2011
San Antonio,0.744,1,0,['San Antonio Spurs 0.744'],0,2011
Toronto,0.518,3,0,"['Toronto Raptors 0.268', 'Toronto Blue Jays 0.5', 'Toronto Maple Leafs 0.518']",0,2011
Charlotte,0.555,3,0,"['Charlotte Bobcats 0.415', 'Carolina Panthers 0.25', 'Carolina Hurricanes 0.555']",0,2011
Miami,0.439,4,0,"['Miami Heat 0.707 Conf./League Finalist', 'Miami Dolphins 0.417', 'Florida Marlins 0.444', 'Florida Panthers 0.439']",0,2011
Orlando,0.634,1,0,['Orlando Magic 0.634'],0,2011
Detroit,0.634,4,0,"['Detroit Pistons 0.366', 'Detroit Lions 0.5', 'Detroit Tigers 0.586 Conf./League Finalist', 'Detroit Red Wings 0.634']",0,2011
